0.00 107
0.11 0
0.22 255
0.34 0
0.45 140
0.56 178
0.67 0
0.78 255
0.90 43
1.01 150
1.12 160
1.23 48
1.35 223
1.46 40
1.57 160
1.68 135
1.79 70
1.91 170
2.02 54
2.13 164
2.24 98
2.35 103
2.47 155
2.58 65
2.69 156
2.80 88
2.92 112
3.03 125
3.14 81
3.25 133
3.36 89
3.48 109
3.59 109
3.70 86
3.81 115
3.92 80
4.04 104
4.15 91
4.26 85
4.37 102
4.49 74
4.60 98
4.71 80
4.82 83
4.93 90
5.05 73
5.16 90
5.27 74
5.38 84
5.50 78
5.61 73
5.72 85
5.83 68
5.94 82
6.06 73
6.17 73
6.28 77
6.39 68
6.50 76
6.62 69
6.73 71
6.84 72
6.95 67
7.07 72
7.18 66
7.29 69
7.40 68
7.51 65
7.63 68
7.74 63
7.85 67
7.96 64
8.07 64
8.19 65
8.30 61
8.41 64
8.52 61
8.64 63
8.75 62
8.86 60
8.97 62
9.08 60
9.20 62
9.31 59
9.42 59
9.53 62
9.64 57
9.76 59
9.87 58
9.98 57
10.09 58
10.20 55
10.32 57
10.43 55
10.54 55
10.65 55
10.77 53
10.88 54
10.99 51
11.10 53
11.21 51
11.33 51
11.44 50
11.55 49
11.66 50
11.77 48
11.89 49
12.00 47
12.11 47
12.22 47
12.34 46
12.45 46
12.56 45
12.67 45
12.78 45
12.90 43
13.01 44
13.12 43
13.23 43
13.34 42
13.46 42
13.57 42
13.68 41
13.79 41
13.91 40
14.02 41
14.13 39
14.24 40
14.35 40
14.47 38
14.58 39
14.69 39
14.80 38
14.91 39
15.03 38
15.14 38
15.25 38
15.36 36
15.48 38
15.59 37
15.70 37
15.81 38
15.92 35
16.04 37
16.15 36
16.26 35
16.37 36
16.48 34
16.60 36
16.71 35
16.82 34
16.93 35
17.05 33
17.16 35
17.27 33
17.38 33
17.49 34
17.61 31
17.72 34
17.83 31
17.94 32
18.05 32
18.17 31
18.28 31
18.39 30
18.50 32
18.62 29
18.73 31
18.84 29
18.95 29
19.06 30
19.18 28
19.29 29
19.40 27
19.51 28
19.62 28
19.74 27
19.85 27
19.96 26
20.07 26
20.19 26
20.30 25
20.41 25
20.52 24
20.63 25
20.75 24
20.86 24
20.97 24
21.08 23
21.19 23
21.31 22
21.42 22
21.53 22
21.64 21
21.76 21
21.87 21
21.98 21
22.09 20
22.20 20
22.32 20
22.43 19
22.54 19
22.65 19
22.76 19
22.88 19
22.99 18
23.10 18
23.21 18
23.33 18
23.44 18
23.55 17
23.66 17
23.77 17
23.89 17
24.00 16
24.11 17
24.22 17
24.33 16
24.45 17
24.56 16
24.67 16
24.78 15
24.90 15
25.01 16
25.12 14
25.23 16
25.34 15
25.46 14
25.57 15
25.68 13
25.79 15
25.90 13
26.02 14
26.13 14
26.24 13
26.35 14
26.47 13
26.58 13
26.69 13
26.80 13
26.91 13
27.03 12
27.14 13
27.25 13
27.36 12
27.47 13
27.59 12
27.70 12
27.81 12
27.92 12
28.04 12
28.15 11
28.26 12
28.37 11
28.48 11
28.60 12
28.71 11
28.82 11
28.93 11
29.04 11
29.16 11
29.27 10
29.38 11
29.49 10
29.61 10
29.72 10
29.83 10
29.94 10
30.05 10
30.17 10
30.28 10
30.39 9
30.50 10
30.61 9
30.73 10
30.84 9
30.95 9
31.06 10
31.18 9
31.29 10
31.40 9
31.51 9
31.62 10
31.74 9
31.85 10
31.96 9
32.07 9
32.18 10
32.30 9
32.41 10
32.52 9
32.63 10
32.75 10
32.86 9
32.97 10
33.08 9
33.19 10
33.31 10
33.42 9
33.53 10
33.64 9
33.75 9
33.87 9
33.98 9
34.09 10
34.20 9
34.32 9
34.43 9
34.54 9
34.65 9
34.76 9
34.88 9
34.99 9
35.10 9
35.21 9
35.32 8
35.44 9
35.55 8
35.66 8
35.77 8
35.89 8
36.00 8
36.11 8
36.22 8
36.33 7
36.45 7
36.56 7
36.67 7
36.78 7
36.90 7
37.01 7
37.12 6
37.23 6
37.34 6
37.46 6
37.57 6
37.68 6
37.79 5
37.90 5
38.02 5
38.13 5
38.24 5
38.35 4
38.47 4
38.58 4
38.69 4
38.80 4
38.91 4
39.03 4
39.14 4
39.25 3
39.36 3
39.47 3
39.59 3
39.70 3
39.81 3
39.92 3
40.04 3
40.15 3
40.26 3
40.37 3
40.48 3
40.60 3
40.71 3
40.82 3
40.93 3
41.04 3
41.16 3
41.27 3
41.38 3
41.49 3
41.61 3
41.72 3
41.83 3
41.94 3
42.05 2
42.17 3
42.28 2
42.39 3
42.50 2
42.61 3
42.73 2
42.84 2
42.95 2
43.06 2
43.18 2
43.29 2
43.40 2
43.51 2
43.62 2
43.74 2
43.85 2
43.96 2
44.07 2
44.18 2
44.30 2
44.41 2
44.52 2
44.63 2
44.75 2
44.86 2
44.97 2
45.08 2
45.19 2
45.31 2
45.42 2
45.53 1
45.64 2
45.75 1
45.87 2
45.98 2
46.09 1
46.20 2
46.32 1
46.43 1
46.54 1
46.65 1
46.76 1
46.88 1
46.99 1
47.10 1
47.21 1
47.32 1
47.44 1
47.55 1
47.66 1
47.77 2
47.89 2
48.00 2
48.11 2
48.22 2
48.33 2
48.45 2
48.56 2
48.67 2
48.78 2
48.89 3
49.01 3
49.12 3
49.23 3
49.34 3
49.46 3
49.57 3
49.68 3
49.79 3
49.90 3
50.02 3
50.13 3
50.24 3
50.35 3
50.46 3
50.58 3
50.69 3
50.80 3
50.91 4
51.03 3
51.14 3
51.25 3
51.36 3
51.47 4
51.59 3
51.70 4
51.81 3
51.92 3
52.03 3
52.15 3
52.26 3
52.37 3
52.48 3
52.60 3
52.71 3
52.82 3
52.93 3
53.04 3
53.16 2
53.27 2
53.38 2
53.49 2
53.60 2
53.72 2
53.83 2
53.94 2
54.05 1
54.17 1
54.28 1
54.39 1
54.50 1
54.61 1
54.73 1
54.84 0
54.95 0
55.06 0
55.17 0
55.29 0
55.40 0
55.51 0
55.62 0
55.74 0
55.85 0
55.96 0
56.07 0
56.18 0
56.30 0
56.41 0
56.52 0
56.63 0
56.74 0
56.86 0
56.97 0
57.08 0
57.19 0
57.31 0
57.42 0
57.53 0
57.64 0
57.75 0
57.87 0
57.98 0
58.09 0
58.20 0
58.31 0
58.43 0
58.54 0
58.65 0
58.76 0
58.88 0
58.99 0
59.10 0
59.21 0
59.32 0
59.44 0
59.55 0
59.66 0
59.77 0
59.88 0
60.00 0
60.11 0
60.22 0
60.33 0
60.45 0
60.56 0
60.67 0
60.78 0
60.89 0
61.01 0
61.12 0
61.23 0
61.34 0
61.45 0
61.57 0
61.68 0
61.79 0
61.90 0
62.02 0
62.13 0
62.24 0
62.35 0
62.46 0
62.58 0
62.69 0
62.80 0
62.91 0
63.02 0
63.14 0
63.25 0
63.36 0
63.47 0
63.59 0
63.70 0
63.81 0
63.92 0
64.03 0
64.15 0
64.26 0
64.37 0
64.48 0
64.59 0
64.71 0
64.82 0
64.93 0
65.04 1
65.16 1
65.27 1
65.38 1
65.49 1
65.60 1
65.72 1
65.83 1
65.94 1
66.05 1
66.16 1
66.28 2
66.39 2
66.50 2
66.61 2
66.73 2
66.84 2
66.95 2
67.06 2
67.17 2
67.29 2
67.40 2
67.51 2
67.62 2
67.73 2
67.85 2
67.96 2
68.07 2
68.18 2
68.30 2
68.41 2
68.52 2
68.63 2
68.74 2
68.86 2
68.97 2
69.08 2
69.19 2
69.30 2
69.42 1
69.53 1
69.64 1
69.75 1
69.87 1
69.98 1
70.09 1
70.20 1
70.31 1
70.43 1
70.54 1
70.65 0
70.76 0
70.87 0
70.99 0
71.10 0
71.21 0
71.32 0
71.44 0
71.55 0
71.66 0
71.77 0
71.88 0
72.00 0
72.11 0
72.22 0
72.33 0
72.44 0
72.56 0
72.67 0
72.78 0
72.89 0
73.01 0
73.12 0
73.23 0
73.34 0
73.45 0
73.57 0
73.68 0
73.79 0
73.90 0
74.01 0
74.13 0
74.24 0
74.35 0
74.46 0
74.58 0
74.69 0
74.80 0
74.91 0
75.02 0
75.14 0
75.25 0
75.36 0
75.47 0
75.58 0
75.70 0
75.81 0
75.92 0
76.03 0
76.15 0
76.26 0
76.37 0
76.48 0
76.59 0
76.71 0
76.82 0
76.93 0
77.04 0
77.15 0
77.27 0
77.38 0
77.49 0
77.60 0
77.72 0
77.83 0
77.94 0
78.05 0
78.16 0
78.28 0
78.39 0
78.50 0
78.61 0
78.72 0
78.84 0
78.95 0
79.06 0
79.17 0
79.29 0
79.40 0
79.51 0
79.62 0
79.73 0
79.85 0
79.96 0
80.07 0
80.18 0
80.29 0
80.41 0
80.52 0
80.63 0
80.74 0
80.86 0
80.97 0
81.08 0
81.19 0
81.30 0
81.42 0
81.53 0
81.64 0
81.75 0
81.86 0
81.98 0
82.09 0
82.20 0
82.31 1
82.43 1
82.54 1
82.65 1
82.76 1
82.87 1
82.99 1
83.10 1
83.21 1
83.32 1
83.43 1
83.55 1
83.66 1
83.77 1
83.88 1
84.00 2
84.11 1
84.22 2
84.33 1
84.44 1
84.56 2
84.67 1
84.78 1
84.89 1
85.00 1
85.12 1
85.23 1
85.34 1
85.45 1
85.57 1
85.68 1
85.79 1
85.90 1
86.01 1
86.13 1
86.24 1
86.35 1
86.46 1
86.58 1
86.69 1
86.80 0
86.91 0
87.02 0
87.14 0
87.25 0
87.36 0
87.47 0
87.58 0
87.70 0
87.81 0
87.92 0
88.03 0
88.15 0
88.26 0
88.37 0
88.48 0
88.59 0
88.71 0
88.82 0
88.93 0
89.04 0
89.15 0
89.27 0
89.38 0
89.49 0
89.60 0
89.72 0
89.83 0
89.94 0
90.05 0
90.16 0
90.28 0
90.39 0
90.50 0
90.61 0
90.72 0
90.84 0
90.95 0
91.06 0
91.17 0
91.29 0
91.40 0
91.51 0
91.62 0
91.73 0
91.85 0
91.96 0
92.07 0
92.18 0
92.29 0
92.41 0
92.52 0
92.63 0
92.74 0
92.86 0
92.97 0
93.08 0
93.19 0
93.30 0
93.42 0
93.53 0
93.64 0
93.75 0
93.86 0
93.98 0
94.09 0
94.20 0
94.31 0
94.43 0
94.54 0
94.65 0
94.76 0
94.87 0
94.99 0
95.10 0
95.21 0
95.32 0
95.43 0
95.55 0
95.66 0
95.77 0
95.88 0
96.00 0
96.11 0
96.22 0
96.33 0
96.44 0
96.56 0
96.67 0
96.78 0
96.89 0
97.00 0
97.12 0
97.23 0
97.34 0
97.45 0
97.57 0
97.68 0
97.79 0
97.90 0
98.01 0
98.13 0
98.24 0
98.35 0
98.46 0
98.57 0
98.69 0
98.80 0
98.91 0
99.02 0
99.14 0
99.25 1
99.36 0
99.47 1
99.58 1
99.70 1
99.81 1
99.92 1
100.03 1
100.14 1
100.26 1
100.37 1
100.48 1
100.59 1
100.71 1
100.82 1
100.93 1
101.04 1
101.15 1
101.27 1
101.38 1
101.49 1
101.60 1
101.71 1
101.83 1
101.94 1
102.05 1
102.16 1
102.28 1
102.39 1
102.50 1
102.61 1
102.72 1
102.84 1
102.95 1
103.06 1
103.17 1
103.28 0
103.40 0
103.51 0
103.62 0
103.73 0
103.85 0
103.96 0
104.07 0
104.18 0
104.29 0
104.41 0
104.52 0
104.63 0
104.74 0
104.85 0
104.97 0
105.08 0
105.19 0
105.30 0
105.42 0
105.53 0
105.64 0
105.75 0
105.86 0
105.98 0
106.09 0
106.20 0
106.31 0
106.42 0
106.54 0
106.65 0
106.76 0
106.87 0
106.99 0
107.10 0
107.21 0
107.32 0
107.43 0
107.55 0
107.66 0
107.77 0
107.88 0
107.99 0
108.11 0
108.22 0
108.33 0
108.44 0
108.56 0
108.67 0
108.78 0
108.89 0
109.00 0
109.12 0
109.23 0
109.34 0
109.45 0
109.56 0
109.68 0
109.79 0
109.90 0
110.01 0
110.13 0
110.24 0
110.35 0
110.46 0
110.57 0
110.69 0
110.80 0
110.91 0
111.02 0
111.13 0
111.25 0
111.36 0
111.47 0
111.58 0
111.70 0
111.81 0
111.92 0
112.03 0
112.14 0
112.26 0
112.37 0
112.48 0
112.59 0
112.70 0
112.82 0
112.93 0
113.04 0
113.15 0
113.27 0
113.38 0
113.49 0
113.60 0
113.71 0
113.83 0
113.94 0
114.05 0
114.16 0
114.27 0
114.39 0
114.50 0
114.61 0
114.72 0
114.84 0
114.95 0
115.06 0
115.17 0
115.28 0
115.40 0
115.51 0
115.62 0
115.73 0
115.84 0
115.96 1
116.07 1
116.18 1
116.29 1
116.41 1
116.52 1
116.63 1
116.74 1
116.85 1
116.97 1
117.08 1
117.19 1
117.30 1
117.41 1
117.53 1
117.64 1
117.75 1
117.86 1
117.98 1
118.09 1
118.20 1
118.31 1
118.42 1
118.54 1
118.65 1
118.76 1
118.87 1
118.98 1
119.10 1
119.21 1
119.32 1
119.43 1
119.55 1
119.66 1
119.77 1
119.88 0
119.99 0
120.11 0
120.22 0
120.33 0
120.44 0
120.55 0
120.67 0
120.78 0
120.89 0
121.00 0
121.12 0
121.23 0
121.34 0
121.45 0
121.56 0
121.68 0
121.79 0
121.90 0
122.01 0
122.12 0
122.24 0
122.35 0
122.46 0
122.57 0
122.69 0
122.80 0
122.91 0
123.02 0
123.13 0
123.25 0
123.36 0
123.47 0
123.58 0
123.69 0
123.81 0
123.92 0
124.03 0
124.14 0
124.26 0
124.37 0
124.48 0
124.59 0
124.70 0
124.82 0
124.93 0
125.04 0
125.15 0
125.26 0
125.38 0
125.49 0
125.60 0
125.71 0
125.83 0
125.94 0
126.05 0
126.16 0
126.27 0
126.39 0
126.50 0
126.61 0
126.72 0
126.83 0
126.95 0
127.06 0
127.17 0
127.28 0
127.40 0
127.51 0
127.62 0
127.73 0
127.84 0
127.96 0
128.07 0
128.18 0
128.29 0
128.40 0
128.52 0
128.63 0
128.74 0
128.85 0
128.97 0
129.08 0
129.19 0
129.30 0
129.41 0
129.53 0
129.64 0
129.75 0
129.86 0
129.97 0
130.09 0
130.20 0
