0.00 12
0.11 7
0.23 21
0.34 0
0.45 15
0.56 39
0.68 0
0.79 110
0.90 37
1.02 83
1.13 133
1.24 30
1.35 116
1.47 57
1.58 121
1.69 38
1.81 116
1.92 28
2.03 71
2.14 76
2.26 29
2.37 89
2.48 19
2.60 65
2.71 67
2.82 27
2.93 114
3.05 23
3.16 89
3.27 80
3.39 30
3.50 118
3.61 31
3.72 71
3.84 52
3.95 46
4.06 55
4.18 42
4.29 57
4.40 33
4.51 61
4.63 55
4.74 35
4.85 88
4.97 43
5.08 53
5.19 58
5.30 27
5.42 69
5.53 24
5.64 61
5.76 55
5.87 26
5.98 79
6.09 25
6.21 51
6.32 69
6.43 0
6.55 83
6.66 18
6.77 69
6.88 41
7.00 26
7.11 66
7.22 13
7.34 63
7.45 27
7.56 40
7.67 50
7.79 16
7.90 72
8.01 13
8.13 55
8.24 41
8.35 18
8.46 70
8.58 13
8.69 40
8.80 55
8.92 17
9.03 51
9.14 19
9.25 40
9.37 34
9.48 26
9.59 41
9.71 34
9.82 34
9.93 30
10.04 31
10.16 40
10.27 30
10.38 37
10.50 22
10.61 36
10.72 44
10.83 7
10.95 53
11.06 21
11.17 24
11.29 39
11.40 15
11.51 43
11.62 22
11.74 24
11.85 45
11.96 5
12.08 52
12.19 15
12.30 31
12.41 38
12.53 15
12.64 39
12.75 18
12.87 38
12.98 15
13.09 32
13.20 31
13.32 4
13.43 52
13.54 0
13.66 54
13.77 10
13.88 24
13.99 37
14.11 13
14.22 36
14.33 17
14.45 25
14.56 24
14.67 23
14.78 23
14.90 17
15.01 39
15.12 3
15.24 35
15.35 12
15.46 18
15.57 31
15.69 7
15.80 31
15.91 17
16.03 24
16.14 22
16.25 18
16.36 25
16.48 14
16.59 22
16.70 12
16.82 24
16.93 14
17.04 20
17.15 28
17.27 0
17.38 33
17.49 4
17.61 19
17.72 20
17.83 7
17.94 29
18.06 11
18.17 20
18.28 13
18.40 24
18.51 3
18.62 28
18.73 1
18.85 21
18.96 15
19.07 12
19.19 14
19.30 19
19.41 7
19.52 16
19.64 13
19.75 11
19.86 12
19.98 20
20.09 6
20.20 24
20.31 3
20.43 22
20.54 12
20.65 4
20.77 19
20.88 7
20.99 15
21.10 13
21.22 6
21.33 21
21.44 3
21.56 19
21.67 1
21.78 19
21.89 8
22.01 8
22.12 20
22.23 5
22.35 28
22.46 0
22.57 16
22.68 10
22.80 0
22.91 21
23.02 0
23.14 16
23.25 12
23.36 7
23.47 17
23.59 8
23.70 17
23.81 5
23.93 16
24.04 7
24.15 4
24.26 20
24.38 0
24.49 19
24.60 0
24.72 10
24.83 7
24.94 2
25.05 10
25.17 6
25.28 10
25.39 10
25.51 9
25.62 7
25.73 15
25.84 7
25.96 7
26.07 10
